id,brand,model,reference_number,market_price,case_size,thickness,complications,factory,version,movement,dealer_price,rating,notes,image_url
RX-SUB-126613LN,Rolex,Submariner,126613LN,18500,41,12.5,Date,VSF,,VS3235,,5.0,,https://www.miltonsdiamonds.com/images/submariner-126613ln-mens-watch-black-dial-2021-p14726-67141_image.jpg
RX-SUB-126613LN,Rolex,Submariner,126613LN,18500,41,12.5,Date,Clean,,VR3235,,4.5,,https://img.chrono24.com/images/uhren/42207217-02wf1u5gvxzvytwl3ycna7kb-Square280.jpg
RX-SUB-126613LN,Rolex,Submariner,126613LN,18500,41,12.5,Date,ZF,,VR3235,,3.0,,https://img.chrono24.com/images/uhren/42207217-02wf1u5gvxzvytwl3ycna7kb-Square280.jpg
RX-SUB-126613LN,Rolex,Submariner,126613LN,18500,41,12.5,Date,GMF,,A2836,,3.0,,https://img.chrono24.com/images/uhren/42207217-02wf1u5gvxzvytwl3ycna7kb-Square280.jpg
RX-SUB-126613LN,Rolex,Submariner,126613LN,18500,41,12.5,Date,BPF,,A2836,,3.0,,https://img.chrono24.com/images/uhren/42207217-02wf1u5gvxzvytwl3ycna7kb-Square280.jpg
RX-SUB-126613LB,Rolex,Submariner,126613LB (Bluesy),18500,41,12.5,Date,VSF,,VS3235,,5.0,,https://a.allegroimg.com/original/11ecf8/b4e21c1b449f97ab62e4fc9bad48/Rolex-Submariner-Date-126613LB-komplet-2022
RX-SUB-126613LB,Rolex,Submariner,126613LB (Bluesy),18500,41,12.5,Date,Clean,,VR3235,,4.5,,https://img.chrono24.com/images/uhren/42116603-xxb36m4bwxx8nj4dxqplhavf-Square280.jpg
RX-SUB-126613LB,Rolex,Submariner,126613LB (Bluesy),18500,41,12.5,Date,ZF,,VR3235,,3.0,,https://img.chrono24.com/images/uhren/42116603-xxb36m4bwxx8nj4dxqplhavf-Square280.jpg
RX-SUB-126613LB,Rolex,Submariner,126613LB (Bluesy),18500,41,12.5,Date,GMF,,A2836,,3.0,,https://img.chrono24.com/images/uhren/42116603-xxb36m4bwxx8nj4dxqplhavf-Square280.jpg
RX-SUB-126613LB,Rolex,Submariner,126613LB (Bluesy),18500,41,12.5,Date,BPF,,A2836,,3.0,,https://img.chrono24.com/images/uhren/42116603-xxb36m4bwxx8nj4dxqplhavf-Square280.jpg
RX-SUB-124060,Rolex,Submariner,124060,12500,41,12.5,Date,VSF,,VS3230,,5.0,,https://www.watchclub.com/upload/watches/originali/watch-club-rolex-submariner-rolex-warranty-to-2026-ref-124060-year-2021-15043-15043-wb.png
RX-SUB-124060,Rolex,Submariner,124060,12500,41,12.5,Date,Clean,,VR3230,,3.0,,https://img.chrono24.com/images/uhren/42195799-cf1wsuh4v1b2m1mk2igt0k3b-Square280.jpg
RX-SUB-124060,Rolex,Submariner,124060,12500,41,12.5,Date,ZF,,VR3230,,3.0,,https://img.chrono24.com/images/uhren/42195799-cf1wsuh4v1b2m1mk2igt0k3b-Square280.jpg
RX-SUB-114060,Rolex,Submariner,114060,12500,40,12.5,Date,Clean,,3130 Clone,,5.0,,https://amz.luxewatches.co.uk/app/uploads/2022/09/14130527/Rolex-Oyster-Perpetual-Submariner-Non-Date-Stainless-Steel_1-4-1.png
RX-SUB-114060,Rolex,Submariner,114060,12500,40,12.5,Date,VSF,,3130 Clone,,5.0,,https://amz.luxewatches.co.uk/app/uploads/2022/09/14130527/Rolex-Oyster-Perpetual-Submariner-Non-Date-Stainless-Steel_1-4-1.png
RX-SUB-114060,Rolex,Submariner,114060,12500,40,12.5,Date,GMF,,A2836,,3.0,,https://amz.luxewatches.co.uk/app/uploads/2022/09/14130527/Rolex-Oyster-Perpetual-Submariner-Non-Date-Stainless-Steel_1-4-1.png
RX-SUB-114060,Rolex,Submariner,114060,12500,40,12.5,Date,BPF,,A2836,,3.0,,https://amz.luxewatches.co.uk/app/uploads/2022/09/14130527/Rolex-Oyster-Perpetual-Submariner-Non-Date-Stainless-Steel_1-4-1.png
RX-SUB-116610LN,Rolex,Submariner,116610LN,13500,40,12.5,Date,VSF,,VS3135,,5.0,,https://img.chrono24.com/images/uhren/cbm1as077drp-sef4p6diy49e9a8g96ch9mav-Square280.jpg
RX-SUB-116610LN,Rolex,Submariner,116610LN,13500,40,12.5,Date,Clean,,VS3135,,4.5,,https://img.chrono24.com/images/uhren/cbm1as077drp-sef4p6diy49e9a8g96ch9mav-Square280.jpg
RX-SUB-116610LN,Rolex,Submariner,116610LN,13500,40,12.5,Date,ZF,,VR3135,,3.0,,https://img.chrono24.com/images/uhren/cbm1as077drp-sef4p6diy49e9a8g96ch9mav-Square280.jpg
RX-SUB-116610LN,Rolex,Submariner,116610LN,13500,40,12.5,Date,GMF,,A2836,,3.0,,https://img.chrono24.com/images/uhren/cbm1as077drp-sef4p6diy49e9a8g96ch9mav-Square280.jpg
RX-SUB-116610LN,Rolex,Submariner,116610LN,13500,40,12.5,Date,BPF,,A2836,,3.0,,https://img.chrono24.com/images/uhren/cbm1as077drp-sef4p6diy49e9a8g96ch9mav-Square280.jpg
RX-SUB-116610LV,Rolex,Submariner,116610LV,21634,40,12.5,Date,VSF,,VS3135,,5.0,,https://img.chrono24.com/images/uhren/17fyhey917mf-jzr863gnbbt4xp64il9mg32y-Square280.jpg
RX-SUB-116610LV,Rolex,Submariner,116610LV,21634,40,12.5,Date,Clean,,VS3135,,4.5,,https://img.chrono24.com/images/uhren/17fyhey917mf-jzr863gnbbt4xp64il9mg32y-Square280.jpg
RX-SUB-116610LV,Rolex,Submariner,116610LV,21634,40,12.5,Date,ZF,,VR3135,,3.0,,https://img.chrono24.com/images/uhren/17fyhey917mf-jzr863gnbbt4xp64il9mg32y-Square280.jpg
RX-SUB-116610LV,Rolex,Submariner,116610LV,21634,40,12.5,Date,GMF,,A2836,,3.0,,https://img.chrono24.com/images/uhren/17fyhey917mf-jzr863gnbbt4xp64il9mg32y-Square280.jpg
RX-SUB-116610LV,Rolex,Submariner,116610LV,21634,40,12.5,Date,BPF,,A2836,,3.0,,https://img.chrono24.com/images/uhren/17fyhey917mf-jzr863gnbbt4xp64il9mg32y-Square280.jpg
RX-SUB-116619LB,Rolex,Submariner,116619LB,49950,40,13.0,Date,VSF,,VS3135,,5.0,,https://img.chrono24.com/images/uhren/41136497-ww5c59d6uxv63nimojdcxwv8-Square280.jpg
RX-SUB-116619LB,Rolex,Submariner,116619LB,49950,40,13.0,Date,Clean,,VS3135,,4.5,,https://img.chrono24.com/images/uhren/41136497-ww5c59d6uxv63nimojdcxwv8-Square280.jpg
RX-SUB-116619LB,Rolex,Submariner,116619LB,49950,40,13.0,Date,ZF,,VR3135,,3.0,,https://img.chrono24.com/images/uhren/41136497-ww5c59d6uxv63nimojdcxwv8-Square280.jpg
RX-SUB-116619LB,Rolex,Submariner,116619LB,49950,40,13.0,Date,GMF,,A2836,,3.0,,https://img.chrono24.com/images/uhren/41136497-ww5c59d6uxv63nimojdcxwv8-Square280.jpg
RX-SUB-116619LB,Rolex,Submariner,116619LB,49950,40,13.0,Date,BPF,,A2836,,3.0,,https://img.chrono24.com/images/uhren/41136497-ww5c59d6uxv63nimojdcxwv8-Square280.jpg
RX-SUB-16610LN,Rolex,Submariner,16610LN,10500,40,12.5,Date,ARF,,VR3135,,5.0,,https://img.chrono24.com/images/uhren/g26291wb1fxh-9cdye9awivvpzthaoix6v9kv-Square280.jpg
RX-SUB-16610LN,Rolex,Submariner,16610LN,10500,40,12.5,Date,TC,v6,A2824,,3.0,,https://img.chrono24.com/images/uhren/g26291wb1fxh-9cdye9awivvpzthaoix6v9kv-Square280.jpg
RX-SUB-16610LV,Rolex,Submariner,16610LV,18950,40,12.5,Date,ARF,,VR3135,,5.0,,https://img.chrono24.com/images/uhren/41753363-2qwg8xpoejz4dji8g46ds5tn-Square280.jpg
RX-SUB-16610LV,Rolex,Submariner,16610LV,18950,40,12.5,Date,TC,v6,A2824,,3.0,,https://img.chrono24.com/images/uhren/41753363-2qwg8xpoejz4dji8g46ds5tn-Square280.jpg
RX-SUB-DIW,Rolex,Submariner,DiW Models,28000,40,,Date,DiWF,,Clone,,3.0,,https://etasaatim.com/wp-content/uploads/2024/06/Rolex-Submariner-DiW-Edition-siyah-kadran-3-800x800.png
RX-DAY-116500LN,Rolex,Daytona,116500LN,36995,40,12.5,"Chronograph",Clean,,DD4130,,5.0,,https://img.chrono24.com/images/uhren/34334957-8tmkl4bfj4a2wwsp52ge477d-Square280.jpg
RX-DAY-116500LN,Rolex,Daytona,116500LN,36995,40,12.5,"Chronograph",BTF,,SA4130,,4.5,,https://img.chrono24.com/images/uhren/34334957-8tmkl4bfj4a2wwsp52ge477d-Square280.jpg
RX-DAY-116500LN,Rolex,Daytona,116500LN,36995,40,12.5,"Chronograph",VSF,,DD4130,,3.0,,https://img.chrono24.com/images/uhren/34334957-8tmkl4bfj4a2wwsp52ge477d-Square280.jpg
RX-DAY-116520,Rolex,Daytona,116520,25000,40,12.5,Chronograph,Clean,,DD4130,,5.0,,https://img.chrono24.com/images/uhren/humbp168rbnd-gayzjouo1nhomw1qizbm96gr-Square280.jpg
RX-DAY-116520,Rolex,Daytona,116520,25000,40,12.5,Chronograph,BTF,,SA4130,,4.5,,https://img.chrono24.com/images/uhren/humbp168rbnd-gayzjouo1nhomw1qizbm96gr-Square280.jpg
RX-DAY-116520,Rolex,Daytona,116520,25000,40,12.5,Chronograph,VSF,,DD4130,,3.0,,https://img.chrono24.com/images/uhren/humbp168rbnd-gayzjouo1nhomw1qizbm96gr-Square280.jpg
RX-DAY-116508,Rolex,Daytona,116508,75000,40,12.2,"Chronograph",Clean,,DD4130,,5.0,,https://img.chrono24.com/images/uhren/36925820-mhx72umxr0lp0yv42mzwuyen-Square280.jpg
RX-DAY-116508,Rolex,Daytona,116508,75000,40,12.2,"Chronograph",BTF,,SA4130,,4.5,,https://img.chrono24.com/images/uhren/36925820-mhx72umxr0lp0yv42mzwuyen-Square280.jpg
RX-DAY-116508,Rolex,Daytona,116508,75000,40,12.2,"Chronograph",Noob,,SA4130,,3.0,,https://img.chrono24.com/images/uhren/36925820-mhx72umxr0lp0yv42mzwuyen-Square280.jpg
RX-DAY-116518LN,Rolex,Daytona,116518LN,39950,40,12.2,Chronograph,Clean,,DD4130,,5.0,,https://img.chrono24.com/images/uhren/41213135-alp2e1idhpe3a2lnma1g506q-Square280.jpg
RX-DAY-116518LN,Rolex,Daytona,116518LN,39950,40,12.2,Chronograph,BTF,,SA4130,,4.5,,https://img.chrono24.com/images/uhren/41213135-alp2e1idhpe3a2lnma1g506q-Square280.jpg
RX-DAY-116518LN,Rolex,Daytona,116518LN,39950,40,12.2,Chronograph,Noob,,SA4130,,3.0,,https://img.chrono24.com/images/uhren/41213135-alp2e1idhpe3a2lnma1g506q-Square280.jpg
RX-DAY-126500LN,Rolex,Daytona,126500LN,36450,40,12.5,Chronograph,Clean,,DD4131,,5.0,,https://img.chrono24.com/images/uhren/jitkngaj0awz-jx8poeg3uiwupiny39ktrdon-Square280.jpg
RX-DAY-126500LN,Rolex,Daytona,126500LN,36450,40,12.5,Chronograph,QF,,SH4131,,5.0,,https://img.chrono24.com/images/uhren/jitkngaj0awz-jx8poeg3uiwupiny39ktrdon-Square280.jpg
RX-DAY-126500LN,Rolex,Daytona,126500LN,36450,40,12.5,Chronograph,VSF,,DD4131,,3.0,,https://img.chrono24.com/images/uhren/jitkngaj0awz-jx8poeg3uiwupiny39ktrdon-Square280.jpg
RX-DAY-126508,Rolex,Daytona,126508,47000,40,12.5,"Chronograph",QF,weighted,SH4131,,4.5,,https://img.chrono24.com/images/uhren/42201312-dlmudz4ymuj6j53zuq817dfs-Square280.jpg
RX-DAY-126508,Rolex,Daytona,126508,47000,40,12.5,"Chronograph",Clean,,DD4131,,5.0,,https://img.chrono24.com/images/uhren/42201312-dlmudz4ymuj6j53zuq817dfs-Square280.jpg
RX-DAY-126508,Rolex,Daytona,126508,47000,40,12.5,"Chronograph",VSF,,DD4131,,3.0,,https://img.chrono24.com/images/uhren/42201312-dlmudz4ymuj6j53zuq817dfs-Square280.jpg
RX-DAY-126518LN,Rolex,Daytona,126518LN,43950,40,,"Chronograph",QF,weighted,SH4131,,4.5,,https://img.chrono24.com/images/uhren/42185192-msnr21sppslhesfl9xpo7bh6-Square280.jpg
RX-DAY-126518LN,Rolex,Daytona,126518LN,43950,40,,"Chronograph",Clean,,DD4131,,5.0,,https://img.chrono24.com/images/uhren/42185192-msnr21sppslhesfl9xpo7bh6-Square280.jpg
RX-DAY-126518LN,Rolex,Daytona,126518LN,43950,40,,"Chronograph",VSF,,DD4131,,3.0,,https://img.chrono24.com/images/uhren/42185192-msnr21sppslhesfl9xpo7bh6-Square280.jpg
RX-DAY-126506,Rolex,Daytona,126506,150000,40,12,Chronograph,Clean,,DD4131,,5.0,,https://img.chrono24.com/images/uhren/3633jd6zhxm3-xmeo40gmot7q5yagy50neqim-Square280.jpg
RX-DAY-126506,Rolex,Daytona,126506,150000,40,12,Chronograph,QF,weighted,SH4131,,4.5,,https://img.chrono24.com/images/uhren/3633jd6zhxm3-xmeo40gmot7q5yagy50neqim-Square280.jpg
RX-DAY-126529,Rolex,Daytona,126529,40000,40,12,Chronograph,Clean,,4132 Clone,,5.0,,https://img.chrono24.com/images/uhren/31659709-h4yqua4e8i80b55de097cs3v-Square280.jpg
RX-DAY-126529,Rolex,Daytona,126529,40000,40,12,Chronograph,QF,weighted,4132 Clone,,4.5,,https://img.chrono24.com/images/uhren/31659709-h4yqua4e8i80b55de097cs3v-Square280.jpg
RX-DAY-Generic,Rolex,Daytona,Generic,25000,40,12.5,"Chronograph",VSF,Youth version,DD4801,,3.0,,https://img.chrono24.com/images/uhren/31659709-h4yqua4e8i80b55de097cs3v-Square280.jpg
RX-DAY-DiW,Rolex,Daytona,DiW Models,28000,40,,Chronograph,DiWF,,DD4801,,3.0,,https://www.dealerclocks.io/wp-content/uploads/2024/05/Desert-Eagle-Arabic-Carbon-1-1024x1024.jpg
RX-DAY-DiW,Rolex,Daytona,DiW Models,28000,40,,Chronograph,Noob,,SA4130,,3.0,,https://www.dealerclocks.io/wp-content/uploads/2024/05/Desert-Eagle-Arabic-Carbon-1-1024x1024.jpg
RX-GMT-Pepsi,Rolex,GMT Master II,126710BLRO (Pepsi),21634,40,12.0,"Date, GMT",VSF,v3,DD3285,,4.8,,https://rolexwatchtrader.co.uk/wp-content/uploads/2020/04/DSC_7715.jpg
RX-GMT-Pepsi,Rolex,GMT Master II,126710BLRO (Pepsi),21634,40,12.0,"Date, GMT",Clean,v3,DD3285,,4.7,,https://img.chrono24.com/images/uhren/41931932-7nj578uwqth4ycka4kheijeh-Square280.jpg
RX-GMT-Pepsi,Rolex,GMT Master II,126710BLRO (Pepsi),21634,40,12.0,"Date, GMT",ARF,,3285/3186 Clone,,4.5,,https://img.chrono24.com/images/uhren/41931932-7nj578uwqth4ycka4kheijeh-Square280.jpg
RX-GMT-Pepsi,Rolex,GMT Master II,126710BLRO (Pepsi),21634,40,12.0,"Date, GMT",C+F,,3285/3186 Clone,,3.0,,https://img.chrono24.com/images/uhren/41931932-7nj578uwqth4ycka4kheijeh-Square280.jpg
RX-GMT-116710,Rolex,GMT Master II,116710,15500,40,12.0,"Date, GMT",Clean,,3285/3186 Clone,,4.5,,https://cdn.clothbase.com/uploads/cac51be9-d6b4-4427-be39-2a7ea3f6d491/Rolex-GMTMasterII-116710BLNR-219587-1-220809-155656.jpg
RX-GMT-116710,Rolex,GMT Master II,116710,15500,40,12.0,"Date, GMT",ARF,,3285/3186 Clone,,4.5,,https://img.chrono24.com/images/uhren/ythfp4za3phy-35vgk4hd1w795wz5oq3ciydb-Square280.jpg
RX-GMT-116710,Rolex,GMT Master II,116710,15500,40,12.0,"Date, GMT",C+F,,3285/3186 Clone,,3.0,,https://img.chrono24.com/images/uhren/ythfp4za3phy-35vgk4hd1w795wz5oq3ciydb-Square280.jpg
RX-GMT-Batman,Rolex,GMT Master II,126710BLNR (Batman),18995,40,12.0,"Date, GMT",VSF,,DD3285,,4.8,,https://xelorwatches.com/wp-content/uploads/2021/05/Rolex-GMT-Master-II-126710BLNR-Batman-%E2%80%93-2021-40mm.png
RX-GMT-Batman,Rolex,GMT Master II,126710BLNR (Batman),18995,40,12.0,"Date, GMT",Clean,,DD3285,,4.7,,https://xelorwatches.com/wp-content/uploads/2021/05/Rolex-GMT-Master-II-126710BLNR-Batman-%E2%80%93-2021-40mm.png
RX-GMT-Batman,Rolex,GMT Master II,126710BLNR (Batman),18995,40,12.0,"Date, GMT",ARF,,3285/3186 Clone,,4.5,,https://img.chrono24.com/images/uhren/8v8gxfe5vs0x-sj3sfjcrz7wqjuoyktk1hefp-Square280.jpg
RX-GMT-Batman,Rolex,GMT Master II,126710BLNR (Batman),18995,40,12.0,"Date, GMT",C+F,,3285/3186 Clone,,3.0,,https://img.chrono24.com/images/uhren/8v8gxfe5vs0x-sj3sfjcrz7wqjuoyktk1hefp-Square280.jpg
RX-GMT-116710LN,Rolex,GMT Master II,116710LN,14500,40,12.0,"Date, GMT",Clean,,3186 Clone,,4.5,,https://cdn.shopify.com/s/files/1/0612/0354/6292/products/RolexGMTMaster116710WG182_1.jpg
RX-GMT-116710LN,Rolex,GMT Master II,116710LN,14500,40,12.0,"Date, GMT",C+F,,3186 Clone,,3.0,,https://img.chrono24.com/images/uhren/9saexl700439-wu5dhefyn4rj6bd9ngll81wm-Square280.jpg
RX-GMT-116710LN,Rolex,GMT Master II,116710LN,14500,40,12.0,"Date, GMT",ARF,,3186 Clone,,3.0,,https://img.chrono24.com/images/uhren/9saexl700439-wu5dhefyn4rj6bd9ngll81wm-Square280.jpg
RX-GMT-Sprite,Rolex,GMT Master II,126720VTNR (Sprite),22000,40,12.0,"Date, GMT",Clean,,DD3285,,4.5,,https://francinejoaillerie.com/wp-content/uploads/2023/12/Rolex-GMT-Master-II-Sprite-2023-126720VTNR.jpeg
RX-GMT-Sprite,Rolex,GMT Master II,126720VTNR (Sprite),22000,40,12.0,"Date, GMT",ARF,,3285 Clone,,4.5,,https://img.chrono24.com/images/uhren/41710226-5swd5p1t2n79uzqypu2zbub6-Square280.jpg
RX-GMT-Rootbeer,Rolex,GMT Master II,126711CHNR (Rootbeer),21000,40,12.0,"Date, GMT",Clean,,DD3285,,4.5,,https://www.sgwatchinsider.com/wp-content/uploads/2022/10/R_GMT_img-09-1.png
RX-GMT-Rootbeer,Rolex,GMT Master II,126711CHNR (Rootbeer),21000,40,12.0,"Date, GMT",ARF,,3285 Clone,,4.5,,https://img.chrono24.com/images/uhren/42219003-kebg81yle9t3jj6l9w1izuiz-Square280.jpg
RX-GMT-126713GRNR,Rolex,GMT Master II,126713GRNR (Zombie),21000,40,12.0,"Date, GMT",Clean,,DD3285,,4.5,,https://img.chrono24.com/images/uhren/28801324-k4azaho5nfttjnzksov5vv62-ExtraLarge.jpg
RX-GMT-126713GRNR,Rolex,GMT Master II,126713GRNR (Zombie),21000,40,12.0,"Date, GMT",ARF,,SH3285 Clone,,4.5,,https://img.chrono24.com/images/uhren/41048010-buumv332pdpt80fbgx15ckwd-Square280.jpg
RX-GMT-DiW,Rolex,GMT Master II,DiW Models,17500,40,,"Date, GMT",DiWF,,3186 Clone,,3.0,,https://buyreplicasdeluxe.com/wp-content/uploads/2023/08/Rolex-GMT-Master-II-DIW-Oasis-Edicion.jpg
RX-GMT-DiW,Rolex,GMT Master II,DiW Models,17500,40,,"Date, GMT",Noob,,3186 Clone,,3.0,,https://buyreplicasdeluxe.com/wp-content/uploads/2023/08/Rolex-GMT-Master-II-DIW-Oasis-Edicion.jpg
RX-EXP-124270,Rolex,Explorer I,124270,11000,36,11.5,,VSF,,VS3230,,4.5,,https://img.chrono24.com/images/uhren/zkyz9c1n8i38-8y499hzfc6k75zk2nc10d03d-Square280.jpg
RX-EXP-124270,Rolex,Explorer I,124270,11000,36,11.5,,Clean,,VR3230,,4.5,,https://img.chrono24.com/images/uhren/zkyz9c1n8i38-8y499hzfc6k75zk2nc10d03d-Square280.jpg
RX-EXP-124273,Rolex,Explorer I,124273,12950,36,11.5,Date,VSF,,VS3230,,4.5,,https://img.chrono24.com/images/uhren/38171245-y0gsivrce4anaqttedy8nukn-Square280.jpg
RX-EXP-124273,Rolex,Explorer I,124273,12950,36,11.5,Date,Clean,,VR3230,,4.5,,https://img.chrono24.com/images/uhren/38171245-y0gsivrce4anaqttedy8nukn-Square280.jpg
RX-EXP-Generic,Rolex,Explorer I,Generic,7500,36,11.5,Date,GMF,,A2836,,2.5,,https://img.chrono24.com/images/uhren/ythfp4za3phy-35vgk4hd1w795wz5oq3ciydb-Square280.jpg
RX-EXP-Generic,Rolex,Explorer I,Generic,7500,36,11.5,Date,BPF,,A2836,,2.0,,https://img.chrono24.com/images/uhren/ythfp4za3phy-35vgk4hd1w795wz5oq3ciydb-Square280.jpg
RX-EXP-214270,Rolex,Explorer I,214270,8950,39,13.0,,Clean,,3132 Clone,,5.0,,https://img.chrono24.com/images/uhren/42332583-65zlvt6oyseiju6ufoh801vo-Square280.jpg
RX-EXP-224270,Rolex,Explorer I,224270,10500,36,11.5,,VSF,,VS3230,,4.5,,https://img.chrono24.com/images/uhren/zk505m9v9zna-m3mzms7o6wxri2znc1q82b2r-Square280.jpg
RX-EXP-224270,Rolex,Explorer I,224270,10500,36,11.5,,Clean,,VR3230,,4.5,,https://img.chrono24.com/images/uhren/zk505m9v9zna-m3mzms7o6wxri2znc1q82b2r-Square280.jpg
RX-EXP-216570,Rolex,Explorer II,216570,11500,42,12.5,"Date, GMT",C+F,,3187 Clone,,3.0,,https://img.chrono24.com/images/uhren/40658908-lpc5n9g3u8dgt1pir0ycynd7-Square280.jpg
RX-EXP-226570,Rolex,Explorer II,226570,12000,42,12.5,"Date, GMT",VSF,,3285 Clone,,4.5,,https://img.chrono24.com/images/uhren/ythfp4za3phy-35vgk4hd1w795wz5oq3ciydb-Square280.jpg
RX-EXP-226570,Rolex,Explorer II,226570,12000,42,12.5,"Date, GMT",Clean,,DD3285,,4.5,,https://img.chrono24.com/images/uhren/ythfp4za3phy-35vgk4hd1w795wz5oq3ciydb-Square280.jpg
RX-SKY-All-gold-weighted,Rolex,Skydweller,Gold Models,55000,42,14.0,"Annual Calendar, Date, GMT",ZF,v2 weighted,Custom,,4.5,(not all complications work),https://a.1stdibscdn.com/rolex-sky-dweller-18k-gold-oyster-flex-champagne-index-dial-mens-watch-326238-for-sale/j_13103/j_171388621664464954703/j_17138862_1664464955345_bg_processed.jpg
RX-SKY-All-Models,Rolex,Skydweller,All Models,20000,42,14.0,"Annual Calendar, Date, GMT",ZF,,Custom,,3.0,(not all complications work),https://zaeger.com.au/wp-content/uploads/2023/06/Rolex-Sky-Dweller-Blue-Dial-Fluted-Bezel-Stainless-Steel-Oyster-Bracelet-42mm-326934-zaeger.jpeg
RX-SKY-All-Models,Rolex,Skydweller,All Models,20000,42,14.0,"Annual Calendar, Date, GMT",Noob,v2,Custom,,3.0,(not all complications work),https://zaeger.com.au/wp-content/uploads/2023/06/Rolex-Sky-Dweller-Blue-Dial-Fluted-Bezel-Stainless-Steel-Oyster-Bracelet-42mm-326934-zaeger.jpeg
RX-LAND-All-Models,Rolex,Land-Dweller,All Models,50000,40,9.8,Date,DIWF,,A7135,,2.5,,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj7uMcIir95KS_iKZBYuaoPc8ZC2o-FkRv5_zSOFjiihrNyb6qoRkVpun3fhHhrMwwq5_LdxwPzINf9oUZ1iDNbHV4gY0PHb_SOQaYmPNxMQzZ9aToTU0hsyP-SUw2sISN5wESFQyzE0Is3Z6fwP0eVQtdxouAOacgdBSAthmEgkUU0Oc764ayEyDEGPmk/s3200/Rolex%20LAND-DWELLER.jpg
RX-LAND-All-Models,Rolex,Land-Dweller,All Models,50000,40,9.8,Date,GDF,,MY8215,,1.5,Shitter,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj7uMcIir95KS_iKZBYuaoPc8ZC2o-FkRv5_zSOFjiihrNyb6qoRkVpun3fhHhrMwwq5_LdxwPzINf9oUZ1iDNbHV4gY0PHb_SOQaYmPNxMQzZ9aToTU0hsyP-SUw2sISN5wESFQyzE0Is3Z6fwP0eVQtdxouAOacgdBSAthmEgkUU0Oc764ayEyDEGPmk/s3200/Rolex%20LAND-DWELLER.jpg
RLX-OP-36-VSI,Rolex,Oyster Perpetual,36mm,7000,36,11.8,,Clean,,3230 Clone,,4.5,most dial variants (NB: VSI),"https://asset.bucherer.com/image/upload/f_auto,w_1620/Assets/Watches/ROLEX/Rolex/Automatic/m126000-0013_FP.webp"
RLX-OP-36-VSI,Rolex,Oyster Perpetual,36mm,7000,36,11.8,,VSF,,VS3230,,4.0,most dial variants (NB: VSI),"https://asset.bucherer.com/image/upload/f_auto,w_1620/Assets/Watches/ROLEX/Rolex/Automatic/m126000-0013_FP.webp"
RLX-OP-36-NONVSI,Rolex,Oyster Perpetual,36mm,7000,36,11.8,,Clean,,3230 Clone,,4.5,all other dial variants not VSI,"https://asset.bucherer.com/image/upload/f_auto,w_1620/Assets/Watches/ROLEX/Rolex/Automatic/m126000-0013_FP.webp"
RLX-OP-36-NONVSI,Rolex,Oyster Perpetual,36mm,7000,36,11.8,,VSF,,VS3230,,4.0,all other dial variants not VSI,"https://asset.bucherer.com/image/upload/f_auto,w_1620/Assets/Watches/ROLEX/Rolex/Automatic/m126000-0013_FP.webp"
RLX-OP-36-NONVSI,Rolex,Oyster Perpetual,36mm,7000,36,11.8,,EWF,,3230 Clone,,3.5,all other dial variants not VSI,"https://asset.bucherer.com/image/upload/f_auto,w_1620/Assets/Watches/ROLEX/Rolex/Automatic/m126000-0013_FP.webp"
RLX-OP-41,Rolex,Oyster Perpetual,41mm,7000,41,12,,Clean,,3230 Clone,,5.0,,https://wristadvisor.com/wp-content/uploads/2021/08/Rolex-Oyster-Perpetual-41mm-Black-Dial-124300.png
RLX-OP-41,Rolex,Oyster Perpetual,41mm,7000,41,12,,VSF,,3230 Clone,,4.0,,https://wristadvisor.com/wp-content/uploads/2021/08/Rolex-Oyster-Perpetual-41mm-Black-Dial-124300.png
RLX-OP-41,Rolex,Oyster Perpetual,41mm,7000,41,12,,GMF,,3230 Clone,,3.5,,https://wristadvisor.com/wp-content/uploads/2021/08/Rolex-Oyster-Perpetual-41mm-Black-Dial-124300.png
RLX-DJ-28,Rolex,Datejust,28mm,,28,,Date,GMF,,A2671,,3.0,,https://img.chrono24.com/images/uhren/41873056-d67nkglf78nauz4svvx3ak3u-Square280.jpg
RX-DJ-36,Rolex,Datejust,36mm,9300,36,12,Date,VSF,,VS3235,,5.0,best movement and crystal,https://a.1stdibscdn.com/rolex-datejust-36mm-mint-green-dial-126234-for-sale/j_6073/j_233166321719586423912/j_23316632_1719586424317_bg_processed.jpg
RX-DJ-36,Rolex,Datejust,36mm,9300,36,12,Date,Clean,,VR3235,,4.5,best case shape and dial,https://a.1stdibscdn.com/rolex-datejust-36mm-mint-green-dial-126234-for-sale/j_6073/j_233166321719586423912/j_23316632_1719586424317_bg_processed.jpg
RX-DJ-36,Rolex,Datejust,36mm,9300,36,12,Date,ARF,,SH3235,,4.5,,https://s.turbifycdn.com/aah/movadobaby/rolex-datejust-36-golden-palm-motif-dial-unisex-watch-126233-0037-17.jpg
RX-DJ-36,Rolex,Datejust,36mm,9300,36,12,Date,GMF,,A2824,,3.0,more dial colors,https://s.turbifycdn.com/aah/movadobaby/rolex-datejust-36-golden-palm-motif-dial-unisex-watch-126233-0037-17.jpg
